circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
275 chr3:128262128|128264781	chr3	128262128	128264781	104	33_54_18	14	0.937	exon	ENSG00000132394.10,	+	E00500:175:HHYKLCCXY:5:1101:30107:34272,E00500:175:HHYKLCCXY:5:1103:30847:43888,E00500:175:HHYKLCCXY:5:1105:6735:9923,E00500:175:HHYKLCCXY:5:1105:6563:10117,E00500:175:HHYKLCCXY:5:1105:5548:64650,E00500:175:HHYKLCCXY:5:1106:24495:49549,E00500:175:HHYKLCCXY:5:1107:27042:47878,E00500:175:HHYKLCCXY:5:1108:7872:11294,E00500:175:HHYKLCCXY:5:1108:3376:54278,E00500:175:HHYKLCCXY:5:1109:32136:53504,E00500:175:HHYKLCCXY:5:1110:17584:61415,E00500:175:HHYKLCCXY:5:1111:25733:6759,E00500:175:HHYKLCCXY:5:1111:25266:7814,E00500:175:HHYKLCCXY:5:1111:6715:24831,E00500:175:HHYKLCCXY:5:1112:21471:61855,E00500:175:HHYKLCCXY:5:1114:14093:51184,E00500:175:HHYKLCCXY:5:1115:27681:33902,E00500:175:HHYKLCCXY:5:1116:26727:53522,E00500:175:HHYKLCCXY:5:1117:3498:8534,E00500:175:HHYKLCCXY:5:1119:8105:5968,E00500:175:HHYKLCCXY:5:1119:3498:11171,E00500:175:HHYKLCCXY:5:1122:30239:59253,E00500:175:HHYKLCCXY:5:1204:20669:17922,E00500:175:HHYKLCCXY:5:1204:26585:57600,E00500:175:HHYKLCCXY:5:1205:4208:25903,E00500:175:HHYKLCCXY:5:1207:16833:60606,E00500:175:HHYKLCCXY:5:1207:30452:65037,E00500:175:HHYKLCCXY:5:1207:30371:65072,E00500:175:HHYKLCCXY:5:1208:15189:18520,E00500:175:HHYKLCCXY:5:1208:14732:21842,E00500:175:HHYKLCCXY:5:1211:21399:6214,E00500:175:HHYKLCCXY:5:1211:30716:39510,E00500:175:HHYKLCCXY:5:1220:10927:38174,E00500:175:HHYKLCCXY:5:1221:7476:2909,E00500:175:HHYKLCCXY:5:1221:24292:48916,E00500:175:HHYKLCCXY:5:1221:5386:57583,E00500:175:HHYKLCCXY:5:1223:10531:15654,E00500:175:HHYKLCCXY:5:1223:3397:59798,E00500:175:HHYKLCCXY:5:1223:2351:68992,E00500:175:HHYKLCCXY:5:1224:14570:12595,E00500:175:HHYKLCCXY:5:2101:5325:31283,E00500:175:HHYKLCCXY:5:2102:31730:61169,E00500:175:HHYKLCCXY:5:2105:26443:19803,E00500:175:HHYKLCCXY:5:2105:8440:60167,E00500:175:HHYKLCCXY:5:2105:27722:72403,E00500:175:HHYKLCCXY:5:2106:23033:30386,E00500:175:HHYKLCCXY:5:2113:26037:15971,E00500:175:HHYKLCCXY:5:2115:31842:18819,E00500:175:HHYKLCCXY:5:2115:31741:18854,E00500:175:HHYKLCCXY:5:2115:31609:19540,E00500:175:HHYKLCCXY:5:2117:29569:16990,E00500:175:HHYKLCCXY:5:2117:14661:36276,E00500:175:HHYKLCCXY:5:2118:13727:3049,E00500:175:HHYKLCCXY:5:2118:29335:71858,E00500:175:HHYKLCCXY:5:2118:28838:71981,E00500:175:HHYKLCCXY:5:2120:30604:7005,E00500:175:HHYKLCCXY:5:2120:3295:15566,E00500:175:HHYKLCCXY:5:2120:24170:32812,E00500:175:HHYKLCCXY:5:2122:11728:2680,E00500:175:HHYKLCCXY:5:2123:5619:25112,E00500:175:HHYKLCCXY:5:2123:7202:27468,E00500:175:HHYKLCCXY:5:2124:30289:8745,E00500:175:HHYKLCCXY:5:2124:18132:17149,E00500:175:HHYKLCCXY:5:2204:20182:4350,E00500:175:HHYKLCCXY:5:2204:28331:6407,E00500:175:HHYKLCCXY:5:2204:13453:7251,E00500:175:HHYKLCCXY:5:2204:31822:68324,E00500:175:HHYKLCCXY:5:2205:30168:56317,E00500:175:HHYKLCCXY:5:2206:22262:39528,E00500:175:HHYKLCCXY:5:2207:11150:44538,E00500:175:HHYKLCCXY:5:2208:15534:21122,E00500:175:HHYKLCCXY:5:2208:15148:21368,E00500:175:HHYKLCCXY:5:2208:31081:61169,E00500:175:HHYKLCCXY:5:2209:24667:38209,E00500:175:HHYKLCCXY:5:2210:10987:42640,E00500:175:HHYKLCCXY:5:2210:8663:64281,E00500:175:HHYKLCCXY:5:2210:8420:64386,E00500:175:HHYKLCCXY:5:2214:5832:27451,E00500:175:HHYKLCCXY:5:2214:29082:56651,E00500:175:HHYKLCCXY:5:2214:7679:70557,E00500:175:HHYKLCCXY:5:2214:6816:70609,E00500:175:HHYKLCCXY:5:2214:31010:72086,E00500:175:HHYKLCCXY:5:2216:19573:50551,E00500:175:HHYKLCCXY:5:2216:18802:50902,E00500:175:HHYKLCCXY:5:2217:26687:31898,E00500:175:HHYKLCCXY:5:2217:16721:44626,E00500:175:HHYKLCCXY:5:2220:24282:7163,E00500:175:HHYKLCCXY:5:2224:30634:45312,E00500:175:HHYKLCCXY:5:1109:20730:27204,E00500:175:HHYKLCCXY:5:1114:13139:6319,E00500:175:HHYKLCCXY:5:1115:23723:42376,E00500:175:HHYKLCCXY:5:1118:15696:42499,E00500:175:HHYKLCCXY:5:1208:21450:5845,E00500:175:HHYKLCCXY:5:1212:14103:57846,E00500:175:HHYKLCCXY:5:1217:28036:54559,E00500:175:HHYKLCCXY:5:1218:29437:69326,E00500:175:HHYKLCCXY:5:1224:31710:29490,E00500:175:HHYKLCCXY:5:2106:13311:20963,E00500:175:HHYKLCCXY:5:2106:14316:22106,E00500:175:HHYKLCCXY:5:2109:20851:46191,E00500:175:HHYKLCCXY:5:2124:9719:51623,E00500:175:HHYKLCCXY:5:2201:23226:73334,E00500:175:HHYKLCCXY:5:2203:30036:65793,E00500:175:HHYKLCCXY:5:2211:12946:22932,
276 chr3:132639492|132644896	chr3	132639492	132644896	6	3_3_0	4	0.750	exon	ENSG00000274810.4,ENSG00000240303.7,	-	E00500:175:HHYKLCCXY:5:1110:6035:56282,E00500:175:HHYKLCCXY:5:1110:5923:56334,E00500:175:HHYKLCCXY:5:1120:11637:23372,E00500:175:HHYKLCCXY:5:1120:11809:23495,E00500:175:HHYKLCCXY:5:2103:18659:4878,E00500:175:HHYKLCCXY:5:2105:31578:3524,
277 chr3:138263739|138274544	chr3	138263739	138274544	2	2_1_1	1	0.800	exon	ENSG00000114098.17,	+	E00500:175:HHYKLCCXY:5:1110:14133:21298,E00500:175:HHYKLCCXY:5:1118:12987:42411,
278 chr3:143985543|143989837	chr3	143985543	143989837	22	14_14_1	2	0.957	exon	ENSG00000181744.8,	+	E00500:175:HHYKLCCXY:5:1108:7862:70064,E00500:175:HHYKLCCXY:5:1109:28625:35924,E00500:175:HHYKLCCXY:5:1115:22333:54735,E00500:175:HHYKLCCXY:5:1119:31822:55702,E00500:175:HHYKLCCXY:5:1204:7436:56422,E00500:175:HHYKLCCXY:5:1214:12012:58022,E00500:175:HHYKLCCXY:5:1215:22293:30720,E00500:175:HHYKLCCXY:5:1215:16072:60835,E00500:175:HHYKLCCXY:5:1216:25915:41181,E00500:175:HHYKLCCXY:5:1217:20324:29068,E00500:175:HHYKLCCXY:5:2107:7699:51008,E00500:175:HHYKLCCXY:5:2117:14864:17465,E00500:175:HHYKLCCXY:5:2122:30594:50937,E00500:175:HHYKLCCXY:5:2207:20831:50973,E00500:175:HHYKLCCXY:5:2209:13261:38631,E00500:175:HHYKLCCXY:5:2214:19238:20577,E00500:175:HHYKLCCXY:5:2214:17807:23653,E00500:175:HHYKLCCXY:5:2219:2970:45699,E00500:175:HHYKLCCXY:5:2222:12631:49390,E00500:175:HHYKLCCXY:5:2223:24028:21842,E00500:175:HHYKLCCXY:5:1217:13656:3594,E00500:175:HHYKLCCXY:5:2219:3873:46314,
279 chr3:157149485|157149977	chr3	157149485	157149977	2	1_2_1	0	1	exon	ENSG00000163660.11,	-	E00500:175:HHYKLCCXY:5:1205:18223:28136,E00500:175:HHYKLCCXY:5:2202:21095:46050,
280 chr3:172112456|172133546	chr3	172112456	172133546	2	2_1_1	71	0.053	exon	ENSG00000075420.12,	+	E00500:175:HHYKLCCXY:5:1224:26453:35854,E00500:175:HHYKLCCXY:5:2206:12307:54102,
281 chr3:179764002|179765848	chr3	179764002	179765848	41	21_22_0	8	0.911	exon	ENSG00000058056.8,	+	E00500:175:HHYKLCCXY:5:1106:2199:70522,E00500:175:HHYKLCCXY:5:1108:14367:29015,E00500:175:HHYKLCCXY:5:1108:26332:59235,E00500:175:HHYKLCCXY:5:1110:10287:17729,E00500:175:HHYKLCCXY:5:1111:9902:27714,E00500:175:HHYKLCCXY:5:1113:30005:18203,E00500:175:HHYKLCCXY:5:1114:4340:46595,E00500:175:HHYKLCCXY:5:1120:21775:39141,E00500:175:HHYKLCCXY:5:1201:7730:56721,E00500:175:HHYKLCCXY:5:1205:5406:52063,E00500:175:HHYKLCCXY:5:1210:7080:56124,E00500:175:HHYKLCCXY:5:1210:3853:68394,E00500:175:HHYKLCCXY:5:1216:22688:52326,E00500:175:HHYKLCCXY:5:1218:7405:20401,E00500:175:HHYKLCCXY:5:1218:25073:30545,E00500:175:HHYKLCCXY:5:1222:12165:16797,E00500:175:HHYKLCCXY:5:1224:14519:62364,E00500:175:HHYKLCCXY:5:1224:14560:62646,E00500:175:HHYKLCCXY:5:1224:14570:63050,E00500:175:HHYKLCCXY:5:2108:4127:38420,E00500:175:HHYKLCCXY:5:2111:21136:23442,E00500:175:HHYKLCCXY:5:2114:12418:25675,E00500:175:HHYKLCCXY:5:2118:27509:61274,E00500:175:HHYKLCCXY:5:2121:16549:65916,E00500:175:HHYKLCCXY:5:2123:17746:65775,E00500:175:HHYKLCCXY:5:2207:20415:23952,E00500:175:HHYKLCCXY:5:2212:17452:59112,E00500:175:HHYKLCCXY:5:2214:32248:27574,E00500:175:HHYKLCCXY:5:2224:21511:25464,E00500:175:HHYKLCCXY:5:2224:21633:25569,E00500:175:HHYKLCCXY:5:2224:15970:60800,E00500:175:HHYKLCCXY:5:1114:24211:57530,E00500:175:HHYKLCCXY:5:1123:27945:45892,E00500:175:HHYKLCCXY:5:1123:14752:51060,E00500:175:HHYKLCCXY:5:1214:30066:40389,E00500:175:HHYKLCCXY:5:2103:29406:42552,E00500:175:HHYKLCCXY:5:2112:11677:49144,E00500:175:HHYKLCCXY:5:2115:13423:4702,E00500:175:HHYKLCCXY:5:2119:12165:45206,E00500:175:HHYKLCCXY:5:2120:27904:40302,E00500:175:HHYKLCCXY:5:2223:9851:56317,
282 chr3:185465747|185466963	chr3	185465747	185466963	5	3_3_0	1	0.909	exon	ENSG00000073803.13,	+	E00500:175:HHYKLCCXY:5:1122:18325:14353,E00500:175:HHYKLCCXY:5:2121:8024:46226,E00500:175:HHYKLCCXY:5:2122:17726:13808,E00500:175:HHYKLCCXY:5:2122:17472:13931,E00500:175:HHYKLCCXY:5:2205:3559:25868,
283 chr3:195295708|195302174	chr3	195295708	195302174	4	2_2_0	6	0.571	exon	ENSG00000114331.13,	-	E00500:175:HHYKLCCXY:5:1114:23419:15021,E00500:175:HHYKLCCXY:5:1201:32745:37436,E00500:175:HHYKLCCXY:5:1206:6197:62822,E00500:175:HHYKLCCXY:5:2105:14692:14564,
284 chr3:197021404|197026759	chr3	197021404	197026759	2	0_2_2	21	0.160	exon	ENSG00000163975.11,	-	E00500:175:HHYKLCCXY:5:1102:21542:16164,E00500:175:HHYKLCCXY:5:1213:24657:32285,
285 chr4:343782|344430	chr4	343782	344430	22	7_8_3	2	0.957	exon	ENSG00000131127.13,	+	E00500:175:HHYKLCCXY:5:1106:23916:64369,E00500:175:HHYKLCCXY:5:1107:4513:35608,E00500:175:HHYKLCCXY:5:1111:2980:23460,E00500:175:HHYKLCCXY:5:1123:7862:69080,E00500:175:HHYKLCCXY:5:1205:30127:23126,E00500:175:HHYKLCCXY:5:1214:26768:10415,E00500:175:HHYKLCCXY:5:1214:25337:39299,E00500:175:HHYKLCCXY:5:2107:6502:33639,E00500:175:HHYKLCCXY:5:2107:26758:46402,E00500:175:HHYKLCCXY:5:2107:26819:46542,E00500:175:HHYKLCCXY:5:2120:19806:38614,E00500:175:HHYKLCCXY:5:2215:3224:20858,E00500:175:HHYKLCCXY:5:2215:5660:46173,E00500:175:HHYKLCCXY:5:2215:5842:46173,E00500:175:HHYKLCCXY:5:2216:22374:37155,E00500:175:HHYKLCCXY:5:2217:29406:10943,E00500:175:HHYKLCCXY:5:2220:18832:35449,E00500:175:HHYKLCCXY:5:2101:26788:39247,E00500:175:HHYKLCCXY:5:2101:29112:40214,E00500:175:HHYKLCCXY:5:2202:12154:28488,E00500:175:HHYKLCCXY:5:2205:17756:66390,E00500:175:HHYKLCCXY:5:2210:12784:34289,
286 chr4:1930626|1935262	chr4	1930626	1935262	2	2_2_0	70	0.054	exon	ENSG00000109685.17,	+	E00500:175:HHYKLCCXY:5:1119:6015:53153,E00500:175:HHYKLCCXY:5:1212:25702:41233,
287 chr4:5849392|5856307	chr4	5849392	5856307	2	1_2_0	38	0.095	exon	ENSG00000072832.14,	-	E00500:175:HHYKLCCXY:5:1107:31842:19452,E00500:175:HHYKLCCXY:5:2109:10571:30281,
288 chr4:20709683|20727397	chr4	20709683	20727397	4	3_1_2	8	0.500	exon	ENSG00000163138.18,	+	E00500:175:HHYKLCCXY:5:2116:4584:21315,E00500:175:HHYKLCCXY:5:2116:4594:21333,E00500:175:HHYKLCCXY:5:2118:12388:44644,E00500:175:HHYKLCCXY:5:2214:15990:29859,
289 chr4:30920153|30950215	chr4	30920153	30950215	73	43_33_17	13	0.918	exon	ENSG00000169851.15,	+	E00500:175:HHYKLCCXY:5:1101:12479:63366,E00500:175:HHYKLCCXY:5:1106:12012:47474,E00500:175:HHYKLCCXY:5:1108:7557:48652,E00500:175:HHYKLCCXY:5:1109:16447:43624,E00500:175:HHYKLCCXY:5:1111:4817:58708,E00500:175:HHYKLCCXY:5:1114:13291:63929,E00500:175:HHYKLCCXY:5:1115:22780:20665,E00500:175:HHYKLCCXY:5:1115:22780:20700,E00500:175:HHYKLCCXY:5:1115:5548:48125,E00500:175:HHYKLCCXY:5:1116:16812:7480,E00500:175:HHYKLCCXY:5:1117:26626:20612,E00500:175:HHYKLCCXY:5:1117:3427:34781,E00500:175:HHYKLCCXY:5:1117:25550:51799,E00500:175:HHYKLCCXY:5:1119:13068:22124,E00500:175:HHYKLCCXY:5:1119:23186:37120,E00500:175:HHYKLCCXY:5:1119:23074:72543,E00500:175:HHYKLCCXY:5:1121:27976:49531,E00500:175:HHYKLCCXY:5:1123:21795:42833,E00500:175:HHYKLCCXY:5:1123:21623:42886,E00500:175:HHYKLCCXY:5:1203:26900:34658,E00500:175:HHYKLCCXY:5:1204:6969:6144,E00500:175:HHYKLCCXY:5:1204:26890:12490,E00500:175:HHYKLCCXY:5:1204:17350:72403,E00500:175:HHYKLCCXY:5:1205:18467:40196,E00500:175:HHYKLCCXY:5:1206:11820:52625,E00500:175:HHYKLCCXY:5:1213:24921:69484,E00500:175:HHYKLCCXY:5:1214:11951:11294,E00500:175:HHYKLCCXY:5:1215:3386:38754,E00500:175:HHYKLCCXY:5:1215:3254:38772,E00500:175:HHYKLCCXY:5:1218:15016:17026,E00500:175:HHYKLCCXY:5:1219:3133:42815,E00500:175:HHYKLCCXY:5:1220:26890:9501,E00500:175:HHYKLCCXY:5:1220:15199:27257,E00500:175:HHYKLCCXY:5:2102:9749:26466,E00500:175:HHYKLCCXY:5:2103:13129:69625,E00500:175:HHYKLCCXY:5:2104:29701:21825,E00500:175:HHYKLCCXY:5:2105:27488:21438,E00500:175:HHYKLCCXY:5:2111:21897:50498,E00500:175:HHYKLCCXY:5:2114:7882:12683,E00500:175:HHYKLCCXY:5:2115:19563:19838,E00500:175:HHYKLCCXY:5:2118:27976:66478,E00500:175:HHYKLCCXY:5:2119:4219:19909,E00500:175:HHYKLCCXY:5:2119:23257:38051,E00500:175:HHYKLCCXY:5:2120:14864:25341,E00500:175:HHYKLCCXY:5:2123:15788:44767,E00500:175:HHYKLCCXY:5:2123:16051:54963,E00500:175:HHYKLCCXY:5:2123:31741:61749,E00500:175:HHYKLCCXY:5:2202:29234:6073,E00500:175:HHYKLCCXY:5:2202:15128:48195,E00500:175:HHYKLCCXY:5:2202:17401:58919,E00500:175:HHYKLCCXY:5:2202:18832:63929,E00500:175:HHYKLCCXY:5:2205:26139:59147,E00500:175:HHYKLCCXY:5:2206:11860:21051,E00500:175:HHYKLCCXY:5:2206:12236:33094,E00500:175:HHYKLCCXY:5:2206:12215:57143,E00500:175:HHYKLCCXY:5:2209:11190:71928,E00500:175:HHYKLCCXY:5:2210:15229:45734,E00500:175:HHYKLCCXY:5:2211:29914:9677,E00500:175:HHYKLCCXY:5:2216:14286:27152,E00500:175:HHYKLCCXY:5:2216:23267:36311,E00500:175:HHYKLCCXY:5:2217:12773:31213,E00500:175:HHYKLCCXY:5:2217:18142:56792,E00500:175:HHYKLCCXY:5:2219:13119:5933,E00500:175:HHYKLCCXY:5:2219:3133:11769,E00500:175:HHYKLCCXY:5:2222:16924:28206,E00500:175:HHYKLCCXY:5:2222:16985:45189,E00500:175:HHYKLCCXY:5:2223:23774:10960,E00500:175:HHYKLCCXY:5:1115:10176:20102,E00500:175:HHYKLCCXY:5:1118:28605:41655,E00500:175:HHYKLCCXY:5:1203:31558:12947,E00500:175:HHYKLCCXY:5:1205:3498:37823,E00500:175:HHYKLCCXY:5:1208:8633:32795,E00500:175:HHYKLCCXY:5:2207:10186:68148,
290 chr4:41142987|41177690	chr4	41142987	41177690	7	3_2_2	11	0.560	exon	ENSG00000163697.16,	-	E00500:175:HHYKLCCXY:5:1121:15930:2540,E00500:175:HHYKLCCXY:5:1218:19238:40477,E00500:175:HHYKLCCXY:5:2105:18670:56510,E00500:175:HHYKLCCXY:5:2124:6512:57635,E00500:175:HHYKLCCXY:5:2207:14590:53768,E00500:175:HHYKLCCXY:5:1112:12571:18696,E00500:175:HHYKLCCXY:5:1214:15087:59200,
291 chr4:55507784|55510065	chr4	55507784	55510065	3	2_3_1	0	1	intron	ENSG00000134852.14,	-	E00500:175:HHYKLCCXY:5:1213:11119:41075,E00500:175:HHYKLCCXY:5:2124:14671:40337,E00500:175:HHYKLCCXY:5:2221:5639:30738,
292 chr4:76966068|76974807	chr4	76966068	76974807	2	1_2_1	1	0.800	intron	ENSG00000138758.11,	+	E00500:175:HHYKLCCXY:5:1109:21592:62382,E00500:175:HHYKLCCXY:5:2222:15331:48019,
293 chr4:84896911|84898597	chr4	84896911	84898597	4	1_2_1	28	0.222	intron	ENSG00000163625.15,	-	E00500:175:HHYKLCCXY:5:1117:14194:39510,E00500:175:HHYKLCCXY:5:2115:10602:28013,E00500:175:HHYKLCCXY:5:2115:10855:28804,E00500:175:HHYKLCCXY:5:2223:25225:37664,
294 chr4:98343139|98352601	chr4	98343139	98352601	11	6_6_0	15	0.595	exon	ENSG00000138698.14,	+	E00500:175:HHYKLCCXY:5:1106:32268:64456,E00500:175:HHYKLCCXY:5:1114:7212:14652,E00500:175:HHYKLCCXY:5:1122:12550:67920,E00500:175:HHYKLCCXY:5:1122:12357:68219,E00500:175:HHYKLCCXY:5:1220:27407:57899,E00500:175:HHYKLCCXY:5:1220:27651:59130,E00500:175:HHYKLCCXY:5:1221:27996:31072,E00500:175:HHYKLCCXY:5:1224:19898:37682,E00500:175:HHYKLCCXY:5:2110:22871:64035,E00500:175:HHYKLCCXY:5:2110:22962:64474,E00500:175:HHYKLCCXY:5:2215:13717:67023,
295 chr4:105456248|105456745	chr4	105456248	105456745	2	0_1_2	1	0.800	exon	ENSG00000138777.19,	-	E00500:175:HHYKLCCXY:5:1215:11738:2944,E00500:175:HHYKLCCXY:5:1104:26220:30000,
296 chr4:109462901|109463644	chr4	109462901	109463644	5	3_4_0	1	0.909	exon	ENSG00000138802.11,	+	E00500:175:HHYKLCCXY:5:1203:9445:37366,E00500:175:HHYKLCCXY:5:2123:20679:29964,E00500:175:HHYKLCCXY:5:2215:25317:32478,E00500:175:HHYKLCCXY:5:2215:24931:32830,E00500:175:HHYKLCCXY:5:1110:19532:19223,
297 chr4:123056387|123057288	chr4	123056387	123057288	25	7_9_19	18	0.735	exon	ENSG00000145375.7,	+	E00500:175:HHYKLCCXY:5:1115:14560:6601,E00500:175:HHYKLCCXY:5:1115:30736:22528,E00500:175:HHYKLCCXY:5:1115:4361:35344,E00500:175:HHYKLCCXY:5:1117:9973:47386,E00500:175:HHYKLCCXY:5:1204:31355:38544,E00500:175:HHYKLCCXY:5:1207:18274:38350,E00500:175:HHYKLCCXY:5:2111:4746:61819,E00500:175:HHYKLCCXY:5:2111:4198:61855,E00500:175:HHYKLCCXY:5:2111:4320:62030,E00500:175:HHYKLCCXY:5:2115:4756:42112,E00500:175:HHYKLCCXY:5:2115:4137:42130,E00500:175:HHYKLCCXY:5:2121:22800:28751,E00500:175:HHYKLCCXY:5:2121:22830:29402,E00500:175:HHYKLCCXY:5:2207:4645:18116,E00500:175:HHYKLCCXY:5:2209:20669:51711,E00500:175:HHYKLCCXY:5:2210:28534:63366,E00500:175:HHYKLCCXY:5:2211:8714:29701,E00500:175:HHYKLCCXY:5:2215:26565:22194,E00500:175:HHYKLCCXY:5:2224:7425:62980,E00500:175:HHYKLCCXY:5:1114:12063:51641,E00500:175:HHYKLCCXY:5:1124:7902:12226,E00500:175:HHYKLCCXY:5:1218:17137:63349,E00500:175:HHYKLCCXY:5:1220:5274:21807,E00500:175:HHYKLCCXY:5:2109:3985:22845,E00500:175:HHYKLCCXY:5:2119:21308:70856,
298 chr4:139703455|139704196	chr4	139703455	139704196	14	7_7_1	15	0.651	exon	ENSG00000085871.8,	+	E00500:175:HHYKLCCXY:5:1118:18933:2786,E00500:175:HHYKLCCXY:5:1201:23084:18309,E00500:175:HHYKLCCXY:5:1205:2158:6917,E00500:175:HHYKLCCXY:5:1212:23226:50480,E00500:175:HHYKLCCXY:5:1224:29346:23179,E00500:175:HHYKLCCXY:5:1224:28635:23460,E00500:175:HHYKLCCXY:5:2103:3650:60729,E00500:175:HHYKLCCXY:5:2104:25428:22616,E00500:175:HHYKLCCXY:5:2211:15524:16498,E00500:175:HHYKLCCXY:5:2211:12672:33568,E00500:175:HHYKLCCXY:5:2211:12469:33744,E00500:175:HHYKLCCXY:5:2218:30716:23688,E00500:175:HHYKLCCXY:5:2221:13342:5265,E00500:175:HHYKLCCXY:5:1101:10774:16850,
299 chr4:147808066|147822957	chr4	147808066	147822957	6	3_2_4	11	0.522	intron	ENSG00000071205.11,	+	E00500:175:HHYKLCCXY:5:1217:30675:35151,E00500:175:HHYKLCCXY:5:2114:27661:26659,E00500:175:HHYKLCCXY:5:2115:16620:57741,E00500:175:HHYKLCCXY:5:2221:19522:5247,E00500:175:HHYKLCCXY:5:2107:12642:49408,E00500:175:HHYKLCCXY:5:2107:12916:50094,
300 chr4:150806271|150808398	chr4	150806271	150808398	8	7_3_4	134	0.107	exon	ENSG00000198589.10,	-	E00500:175:HHYKLCCXY:5:1112:18771:3032,E00500:175:HHYKLCCXY:5:1113:30036:30211,E00500:175:HHYKLCCXY:5:1114:25753:17518,E00500:175:HHYKLCCXY:5:1116:21694:37840,E00500:175:HHYKLCCXY:5:1205:28036:19293,E00500:175:HHYKLCCXY:5:2116:8511:69080,E00500:175:HHYKLCCXY:5:2211:27499:14353,E00500:175:HHYKLCCXY:5:2215:10003:46279,
301 chr4:163520830|163526952	chr4	163520830	163526952	5	2_1_3	1	0.909	intergenic_region	n/a	+	E00500:175:HHYKLCCXY:5:1223:22232:25974,E00500:175:HHYKLCCXY:5:2111:31700:16955,E00500:175:HHYKLCCXY:5:2112:3610:3102,E00500:175:HHYKLCCXY:5:2210:2666:7374,E00500:175:HHYKLCCXY:5:2213:5690:29244,
302 chr4:182601027|182653893	chr4	182601027	182653893	2	2_2_0	49	0.075	exon	ENSG00000218336.8,	+	E00500:175:HHYKLCCXY:5:1121:12002:61732,E00500:175:HHYKLCCXY:5:2204:19522:19346,
303 chr5:814761|825251	chr5	814761	825251	7	0_3_5	5	0.737	exon	ENSG00000188818.12,	-	E00500:175:HHYKLCCXY:5:1105:17685:66443,E00500:175:HHYKLCCXY:5:2214:22252:7480,E00500:175:HHYKLCCXY:5:2218:25986:25306,E00500:175:HHYKLCCXY:5:1214:30208:29419,E00500:175:HHYKLCCXY:5:2123:27742:59956,E00500:175:HHYKLCCXY:5:2123:27742:60061,E00500:175:HHYKLCCXY:5:2201:29366:38403,
304 chr5:14374229|14381252	chr5	14374229	14381252	2	2_2_0	0	1	exon	ENSG00000038382.18,	+	E00500:175:HHYKLCCXY:5:1119:17817:44591,E00500:175:HHYKLCCXY:5:2109:25946:69045,
305 chr5:36211844|36227565	chr5	36211844	36227565	21	9_7_8	1	0.977	exon	ENSG00000152620.12,	-	E00500:175:HHYKLCCXY:5:1108:6603:69150,E00500:175:HHYKLCCXY:5:1116:16538:62523,E00500:175:HHYKLCCXY:5:1123:13017:12789,E00500:175:HHYKLCCXY:5:1204:12266:56809,E00500:175:HHYKLCCXY:5:1205:14133:25130,E00500:175:HHYKLCCXY:5:1205:13190:49302,E00500:175:HHYKLCCXY:5:1205:13179:49320,E00500:175:HHYKLCCXY:5:2102:17726:36873,E00500:175:HHYKLCCXY:5:2105:10754:64667,E00500:175:HHYKLCCXY:5:2106:28026:15127,E00500:175:HHYKLCCXY:5:2112:9242:41339,E00500:175:HHYKLCCXY:5:2204:9161:23759,E00500:175:HHYKLCCXY:5:2207:12012:66074,E00500:175:HHYKLCCXY:5:2212:2757:5774,E00500:175:HHYKLCCXY:5:2213:22293:71717,E00500:175:HHYKLCCXY:5:1120:9780:67515,E00500:175:HHYKLCCXY:5:2109:29061:12666,E00500:175:HHYKLCCXY:5:2109:28838:12771,E00500:175:HHYKLCCXY:5:2115:26403:30070,E00500:175:HHYKLCCXY:5:2120:13565:30720,E00500:175:HHYKLCCXY:5:2213:20253:36926,
306 chr5:42514080|42565944	chr5	42514080	42565944	3	2_1_1	1	0.857	exon	ENSG00000112964.13,	+	E00500:175:HHYKLCCXY:5:2209:16823:11013,E00500:175:HHYKLCCXY:5:2209:16579:11365,E00500:175:HHYKLCCXY:5:2209:12215:49443,
307 chr5:60496139|60505101	chr5	60496139	60505101	2	1_2_1	0	1	intron	ENSG00000113448.18,ENSG00000152931.7,	-	E00500:175:HHYKLCCXY:5:1214:11769:4790,E00500:175:HHYKLCCXY:5:2208:12063:23302,
308 chr5:65992710|66014725	chr5	65992710	66014725	3	3_0_3	39	0.133	exon	ENSG00000112851.14,	+	E00500:175:HHYKLCCXY:5:1205:4442:67234,E00500:175:HHYKLCCXY:5:1208:15514:68517,E00500:175:HHYKLCCXY:5:2105:31203:6390,
309 chr5:75384642|75386034	chr5	75384642	75386034	3	2_2_0	2	0.750	exon	ENSG00000113163.15,	-	E00500:175:HHYKLCCXY:5:1114:23805:62452,E00500:175:HHYKLCCXY:5:1220:12905:12982,E00500:175:HHYKLCCXY:5:2208:28199:61837,
310 chr5:80725453|80761678	chr5	80725453	80761678	7	4_4_1	11	0.560	exon	ENSG00000113318.9,	+	E00500:175:HHYKLCCXY:5:1108:21958:34570,E00500:175:HHYKLCCXY:5:1114:27407:43062,E00500:175:HHYKLCCXY:5:1114:27275:43114,E00500:175:HHYKLCCXY:5:1217:4148:67498,E00500:175:HHYKLCCXY:5:2209:26951:68148,E00500:175:HHYKLCCXY:5:2211:17624:44573,E00500:175:HHYKLCCXY:5:2104:20496:71453,
